gene_id	name	chr	start	end	strand	is_cancer_gene_census
91	ESPN	1	6424788.0	6461370.0	1.0	
92	TNFRSF25	1	6461151.0	6466195.0	-1.0	
93	PLEKHG5	1	6466092.0	6520061.0	-1.0	
94	NOL9	1	6521347.0	6554535.0	-1.0	
95	TAS1R1	1	6555181.0	6579757.0	1.0	
96	ZBTB48	1	6580001.0	6589280.0	1.0	
97	KLHL21	1	6590724.0	6614607.0	-1.0	
98	PHF13	1	6613685.0	6624033.0	1.0	
99	THAP3	1	6624866.0	6635586.0	1.0	
100	DNAJC11	1	6634168.0	6701924.0	-1.0	
101	CAMTA1	1	6785324.0	7769706.0	1.0	True
102	VAMP3	1	7771269.0	7781432.0	1.0	
103	PER3	1	7784320.0	7845177.0	1.0	
104	UTS2	1	7843083.0	7853512.0	-1.0	
105	TNFRSF9	1	7915894.0	7943165.0	-1.0	
106	PARK7	1	7954291.0	7985505.0	1.0	
107	ERRFI1	1	8004404.0	8026308.0	-1.0	
108	SLC45A1	1	8317826.0	8344167.0	1.0	
109	RERE	1	8352397.0	8817643.0	-1.0	
110	ENO1	1	8861002.0	8879249.0	-1.0	
111	CA6	1	8945867.0	8975092.0	1.0	
112	SLC2A7	1	9003300.0	9026345.0	-1.0	
113	SLC2A5	1	9035107.0	9088478.0	-1.0	
114	GPR157	1	9100305.0	9129170.0	-1.0	
115	MIR34A	1	9151668.0	9151777.0	-1.0	
116	H6PD	1	9234775.0	9271337.0	1.0	
117	SPSB1	1	9292880.0	9369532.0	1.0	
118	SLC25A33	1	9539482.0	9585179.0	1.0	
119	TMEM201	1	9588922.0	9614873.0	1.0	
120	PIK3CD	1	9651732.0	9729114.0	1.0	
121	CLSTN1	1	9729026.0	9824526.0	-1.0	
122	CTNNBIP1	1	9848276.0	9910336.0	-1.0	
123	LZIC	1	9922113.0	9943407.0	-1.0	
124	NMNAT1	1	9943428.0	9985501.0	1.0	
125	RBP7	1	9997206.0	10016020.0	1.0	
126	UBE4B	1	10032832.0	10181239.0	1.0	
127	KIF1B	1	10210805.0	10381603.0	1.0	
128	PGD	1	10398592.0	10420144.0	1.0	
129	CORT	1	10449719.0	10451902.0	1.0	
130	DFFA	1	10456522.0	10472526.0	-1.0	
131	PEX14	1	10472288.0	10630758.0	1.0	
132	CASZ1	1	10636604.0	10796650.0	-1.0	
133	C1orf127	1	10946471.0	10982037.0	-1.0	
134	TARDBP	1	11012344.0	11026420.0	1.0	
135	MASP2	1	11026523.0	11047233.0	-1.0	
136	SRM	1	11054584.0	11060024.0	-1.0	
137	EXOSC10	1	11066618.0	11099881.0	-1.0	
138	MTOR	1	11106535.0	11262507.0	-1.0	True
139	ANGPTL7	1	11189341.0	11195981.0	1.0	
140	UBIAD1	1	11273206.0	11296049.0	1.0	
141	FBXO2	1	11637018.0	11655785.0	-1.0	
142	FBXO44	1	11654375.0	11663327.0	1.0	
143	FBXO6	1	11664124.0	11674354.0	1.0	
144	MAD2L2	1	11674480.0	11691650.0	-1.0	
145	DRAXIN	1	11691729.0	11725857.0	1.0	
146	AGTRAP	1	11736084.0	11754802.0	1.0	
147	C1orf167	1	11761787.0	11789585.0	1.0	
148	MTHFR	1	11785723.0	11806920.0	-1.0	
149	CLCN6	1	11806096.0	11843144.0	1.0	
150	NPPA	1	11845709.0	11848345.0	-1.0	
151	NPPB	1	11857464.0	11858931.0	-1.0	
152	KIAA2013	1	11919591.0	11926428.0	-1.0	
153	PLOD1	1	11934205.0	11975538.0	1.0	
154	MFN2	1	11980181.0	12013514.0	1.0	
155	MIIP	1	12019466.0	12032045.0	1.0	
156	TNFRSF8	1	12063377.0	12144207.0	1.0	
157	TNFRSF1B	1	12167003.0	12209228.0	1.0	
158	VPS13D	1	12230067.0	12512047.0	1.0	
159	DHRS3	1	12567910.0	12617731.0	-1.0	
160	AADACL4	1	12644547.0	12667086.0	1.0	
161	AADACL3	1	12716115.0	12728759.0	1.0	
162	C1orf158	1	12746215.0	12763699.0	1.0	
163	PRAMEF12	1	12774841.0	12777906.0	1.0	
164	PRAMEF1	1	12791397.0	12796628.0	1.0	
165	PRAMEF11	1	12824605.0	12831410.0	-1.0	
166	HNRNPCL1	1	12847408.0	12848725.0	-1.0	
167	PRAMEF2	1	12857086.0	12861909.0	1.0	
168	PRAMEF4	1	12879224.0	12886201.0	-1.0	
169	PRAMEF10	1	12892896.0	12898270.0	-1.0	
170	PRAMEF7	1	12916610.0	12920482.0	1.0	
171	PRAMEF6	1	12938472.0	12947580.0	-1.0	
172	PRAMEF25	1	13068677.0	13077884.0	1.0	
173	HNRNPCL2	1	13115496.0	13116854.0	-1.0	
174	PRAMEF18	1	13222705.0	13226106.0	-1.0	
175	PRAMEF5	1	13254212.0	13263314.0	1.0	
176	PRAMEF8	1	13281035.0	13285174.0	-1.0	
177	PRAMEF15	1	13315581.0	13322598.0	1.0	
178	PRAMEF14	1	13342034.0	13347134.0	-1.0	
179	PRAMEF19	1	13369067.0	13371693.0	-1.0	
180	PRAMEF17	1	13389632.0	13392629.0	1.0	
181	PRAMEF20	1	13410450.0	13421328.0	1.0	
182	LRRC38	1	13474977.0	13514048.0	-1.0	
183	PDPN	1	13583465.0	13617957.0	1.0	
184	PRDM2	1	13700198.0	13825079.0	1.0	
185	KAZN	1	13892792.0	15118043.0	1.0	
186	TMEM51-AS1	1	15111815.0	15152464.0	-1.0	
187	TMEM51	1	15152532.0	15220480.0	1.0	
188	FHAD1	1	15247272.0	15400283.0	1.0	
189	EFHD2	1	15409895.0	15430343.0	1.0	
190	CTRC	1	15438439.0	15449242.0	1.0	
191	CELA2A	1	15456728.0	15472091.0	1.0	
192	CELA2B	1	15465909.0	15491400.0	1.0	
193	CASP9	1	15490832.0	15526534.0	-1.0	
194	DNAJC16	1	15526813.0	15592379.0	1.0	
195	AGMAT	1	15572353.0	15585110.0	-1.0	
196	DDI2	1	15617500.0	15669044.0	1.0	
197	RSC1A1	1	15659869.0	15661722.0	1.0	
198	PLEKHM2	1	15684332.0	15734769.0	1.0	
199	SLC25A34	1	15736405.0	15741396.0	1.0	
200	TMEM82	1	15742422.0	15747982.0	1.0	
201	FBLIM1	1	15756607.0	15786594.0	1.0	
202	UQCRHL	1	15807169.0	15809348.0	-1.0	
203	SPEN	1	15847864.0	15940460.0	1.0	True
204	ZBTB17	1	15941869.0	15976132.0	-1.0	
205	C1orf64	1	16004236.0	16008807.0	1.0	
206	HSPB7	1	16014028.0	16019594.0	-1.0	
207	CLCNKA	1	16018875.0	16034050.0	1.0	
208	CLCNKB	1	16043736.0	16057308.0	1.0	
209	FAM131C	1	16057769.0	16073632.0	-1.0	
210	EPHA2	1	16124337.0	16156087.0	-1.0	
211	ARHGEF19	1	16197854.0	16212609.0	-1.0	
212	RSG1	1	16231700.0	16237162.0	-1.0	
213	FBXO42	1	16246839.0	16352454.0	-1.0	
214	SZRD1	1	16352575.0	16398145.0	1.0	
215	SPATA21	1	16387117.0	16437424.0	-1.0	
216	NECAP2	1	16440672.0	16460078.0	1.0	
217	CROCCP3	1	16467436.0	16499257.0	-1.0	
218	NBPF1	1	16562319.0	16613562.0	-1.0	
219	CROCCP2	1	16618253.0	16657232.0	-1.0	
220	MST1P2	1	16645622.0	16650289.0	1.0	
221	ESPNP	1	16687339.0	16720157.0	-1.0	
222	FAM231C	1	16733952.0	16734461.0	-1.0	
223	CROCC	1	16740273.0	16972979.0	1.0	
224	MST1L	1	16754910.0	16770237.0	-1.0	
225	MFAP2	1	16974502.0	16980835.0	-1.0	
226	ATP13A2	1	16985958.0	17011928.0	-1.0	
227	SDHB	1	17018722.0	17054170.0	-1.0	True
228	PADI2	1	17066761.0	17119435.0	-1.0	
229	PADI1	1	17205126.0	17246005.0	1.0	
230	PADI3	1	17249098.0	17284233.0	1.0	
231	PADI4	1	17308195.0	17364004.0	1.0	
232	PADI6	1	17372196.0	17401699.0	1.0	
233	RCC2	1	17406760.0	17439724.0	-1.0	
234	ARHGEF10L	1	17539835.0	17697874.0	1.0	
235	ACTL8	1	17755313.0	17827063.0	1.0	
236	IGSF21	1	18107746.0	18378483.0	1.0	
237	KLHDC7A	1	18480982.0	18486126.0	1.0	
238	PAX7	1	18631006.0	18748866.0	1.0	True
239	TAS1R2	1	18839599.0	18859682.0	-1.0	
240	ALDH4A1	1	18871430.0	18902781.0	-1.0	
241	IFFO2	1	18904281.0	18956686.0	-1.0	
242	UBR4	1	19074506.0	19210276.0	-1.0	
243	EMC1	1	19215664.0	19251552.0	-1.0	
244	MRTO4	1	19251539.0	19260128.0	1.0	
245	AKR7L	1	19265982.0	19274194.0	-1.0	
246	AKR7A3	1	19282558.0	19289250.0	-1.0	
247	AKR7A2	1	19303965.0	19312146.0	-1.0	
248	PQLC2	1	19312326.0	19329300.0	1.0	
249	CAPZB	1	19338776.0	19485539.0	-1.0	
250	MINOS1	1	19596977.0	19629821.0	1.0	
251	NBL1	1	19640554.0	19658456.0	1.0	
252	HTR6	1	19665287.0	19679562.0	1.0	
253	TMCO4	1	19682213.0	19799945.0	-1.0	
254	RNF186	1	19814029.0	19815278.0	-1.0	
255	OTUD3	1	19882513.0	19912945.0	1.0	
256	PLA2G2E	1	19920009.0	19923617.0	-1.0	
257	PLA2G2A	1	19975431.0	19980416.0	-1.0	
258	PLA2G5	1	20028179.0	20091190.0	1.0	
259	PLA2G2D	1	20111939.0	20119566.0	-1.0	
260	PLA2G2F	1	20139326.0	20150386.0	1.0	
261	PLA2G2C	1	20161253.0	20177424.0	-1.0	
262	UBXN10	1	20186085.0	20196048.0	1.0	
263	VWA5B1	1	20290919.0	20354894.0	1.0	
264	CAMK2N1	1	20482391.0	20486220.0	-1.0	
265	MUL1	1	20499448.0	20508161.0	-1.0	
266	FAM43B	1	20552439.0	20555010.0	1.0	
267	CDA	1	20588948.0	20618908.0	1.0	
268	PINK1	1	20633455.0	20651511.0	1.0	
269	DDOST	1	20651767.0	20661544.0	-1.0	
270	KIF17	1	20664014.0	20718017.0	-1.0	
271	SH2D5	1	20719732.0	20732837.0	-1.0	
272	HP1BP3	1	20742661.0	20787323.0	-1.0	
273	EIF4G3	1	20806292.0	21176888.0	-1.0	
274	ECE1	1	21217247.0	21345504.0	-1.0	
275	NBPF2P	1	21424625.0	21427967.0	-1.0	
276	NBPF3	1	21440128.0	21485005.0	1.0	
277	ALPL	1	21509372.0	21578412.0	1.0	
278	RAP1GAP	1	21596215.0	21669363.0	-1.0	
279	USP48	1	21678298.0	21783606.0	-1.0	
280	LDLRAD2	1	21812265.0	21825221.0	1.0	
281	HSPG2	1	21822245.0	21937297.0	-1.0	
282	CELA3B	1	21977021.0	21998642.0	1.0	
283	CELA3A	1	22001656.0	22012539.0	1.0	
284	LINC00339	1	22024558.0	22031223.0	1.0	
285	CDC42	1	22052627.0	22092946.0	1.0	
286	WNT4	1	22117305.0	22143969.0	-1.0	
287	ZBTB40	1	22451851.0	22531157.0	1.0	
288	EPHA8	1	22563564.0	22603594.0	1.0	
289	C1QA	1	22636506.0	22639608.0	1.0	
290	C1QC	1	22643630.0	22648110.0	1.0	
291	C1QB	1	22652762.0	22661538.0	1.0	
292	EPHB2	1	22710839.0	22921500.0	1.0	
293	KDM1A	1	23019448.0	23083689.0	1.0	
294	LUZP1	1	23084023.0	23177808.0	-1.0	
295	HTR1D	1	23191895.0	23194729.0	-1.0	
296	HNRNPR	1	23303771.0	23344336.0	-1.0	
297	ZNF436	1	23359448.0	23369442.0	-1.0	
298	TCEA3	1	23381061.0	23424740.0	-1.0	
299	ASAP3	1	23428563.0	23484568.0	-1.0	
300	E2F2	1	23506430.0	23531220.0	-1.0	
301	ID3	1	23557918.0	23559794.0	-1.0	
302	MDS2	1	23581495.0	23640568.0	1.0	True
303	RPL11	1	23691779.0	23696425.0	1.0	
304	PITHD1	1	23778405.0	23788232.0	1.0	
305	LYPLA2	1	23790970.0	23795539.0	1.0	
306	GALE	1	23795599.0	23800804.0	-1.0	
307	HMGCL	1	23801885.0	23838620.0	-1.0	
308	FUCA1	1	23845077.0	23868294.0	-1.0	
309	CNR2	1	23870526.0	23913362.0	-1.0	
310	PNRC2	1	23959109.0	23963462.0	1.0	
311	SRSF10	1	23964804.0	23980927.0	-1.0	
312	MYOM3	1	24056035.0	24112175.0	-1.0	
313	IL22RA1	1	24119771.0	24143121.0	-1.0	
314	IFNLR1	1	24154157.0	24187959.0	-1.0	
315	GRHL3	1	24319322.0	24364482.0	1.0	
316	STPG1	1	24356999.0	24416934.0	-1.0	
317	NIPAL3	1	24415794.0	24472976.0	1.0	
318	RCAN3	1	24502351.0	24541040.0	1.0	
319	NCMAP	1	24556111.0	24609328.0	1.0	
320	SRRM1	1	24631716.0	24673267.0	1.0	
321	CLIC4	1	24745357.0	24844324.0	1.0	
322	RUNX3	1	24899511.0	24965121.0	-1.0	
323	SYF2	1	25222679.0	25232502.0	-1.0	
324	RSRP1	1	25242237.0	25338213.0	-1.0	
325	RHD	1	25272393.0	25330445.0	1.0	
326	TMEM50A	1	25337917.0	25362361.0	1.0	
327	RHCE	1	25362249.0	25430192.0	-1.0	
328	TMEM57	1	25430858.0	25500209.0	1.0	
329	LDLRAP1	1	25543580.0	25568886.0	1.0	
330	MAN1C1	1	25617468.0	25786207.0	1.0	
331	MTFR1L	1	25818640.0	25832942.0	1.0	
332	AUNIP	1	25831913.0	25859458.0	-1.0	
333	PAQR7	1	25861210.0	25871253.0	-1.0	
334	STMN1	1	25884181.0	25906991.0	-1.0	
335	PAFAH2	1	25959767.0	25998157.0	-1.0	
336	EXTL1	1	26019884.0	26036464.0	1.0	
337	SLC30A2	1	26037252.0	26046133.0	-1.0	
338	TRIM63	1	26051304.0	26068436.0	-1.0	
339	PDIK1L	1	26111165.0	26125543.0	1.0	
340	FAM110D	1	26159020.0	26163962.0	1.0	
341	ZNF593	1	26169871.0	26170873.0	1.0	
342	CNKSR1	1	26177403.0	26189886.0	1.0	
343	CATSPER4	1	26190561.0	26202968.0	1.0	
344	CEP85	1	26234153.0	26279038.0	1.0	
345	SH3BGRL3	1	26279176.0	26281522.0	1.0	
346	UBXN11	1	26281328.0	26318363.0	-1.0	
347	CD52	1	26317957.0	26320523.0	1.0	
348	ZNF683	1	26361634.0	26374522.0	-1.0	
349	LIN28A	1	26410778.0	26429722.0	1.0	
350	DHDDS	1	26432282.0	26471294.0	1.0	
351	HMGN2	1	26472450.0	26475972.0	1.0	
352	RPS6KA1	1	26529761.0	26575030.0	1.0	
353	ARID1A	1	26693236.0	26782104.0	1.0	True
354	PIGV	1	26787472.0	26798398.0	1.0	
355	ZDHHC18	1	26826710.0	26857602.0	1.0	
356	SFN	1	26863138.0	26864457.0	1.0	
357	GPN2	1	26876133.0	26890297.0	-1.0	
358	GPATCH3	1	26890488.0	26900466.0	-1.0	
359	NUDC	1	26900238.0	26946862.0	1.0	
360	NR0B2	1	26911489.0	26913966.0	-1.0	
361	KDF1	1	26949562.0	26960406.0	-1.0	
362	TRNP1	1	26993707.0	27000898.0	1.0	
363	FAM46B	1	27005020.0	27012836.0	-1.0	
364	SLC9A1	1	27098815.0	27166981.0	-1.0	
365	WDTC1	1	27234516.0	27308633.0	1.0	
366	TMEM222	1	27322145.0	27336400.0	1.0	
367	SYTL1	1	27342020.0	27353937.0	1.0	
368	MAP3K6	1	27355184.0	27366892.0	-1.0	
369	FCN3	1	27369112.0	27374824.0	-1.0	
370	CD164L2	1	27379176.0	27383380.0	-1.0	
371	GPR3	1	27392644.0	27395814.0	1.0	
372	WASF2	1	27404226.0	27490158.0	-1.0	
373	AHDC1	1	27534035.0	27604431.0	-1.0	
374	FGR	1	27612064.0	27635277.0	-1.0	
375	IFI6	1	27666061.0	27672218.0	-1.0	
376	FAM76A	1	27725979.0	27763122.0	1.0	
377	STX12	1	27773183.0	27824452.0	1.0	
378	PPP1R8	1	27830778.0	27851676.0	1.0	
379	THEMIS2	1	27872543.0	27886685.0	1.0	
380	RPA2	1	27891524.0	27914746.0	-1.0	
381	SMPDL3B	1	27934993.0	27959157.0	1.0	
382	XKR8	1	27959462.0	27968096.0	1.0	
383	EYA3	1	27970344.0	28088696.0	-1.0	
384	SPCS2P4	1	28095742.0	28096422.0	-1.0	
385	PTAFR	1	28147166.0	28193936.0	-1.0	
386	DNAJC8	1	28199456.0	28233025.0	-1.0	
387	ATPIF1	1	28236109.0	28246906.0	1.0	
388	SESN2	1	28259527.0	28282491.0	1.0	
389	MED18	1	28329002.0	28335967.0	1.0	
390	PHACTR4	1	28369582.0	28500369.0	1.0	
391	RCC1	1	28505943.0	28539300.0	1.0	
392	SNORA73A	1	28507366.0	28507571.0	1.0	
393	SNORA73B	1	28508559.0	28508762.0	1.0	
394	TRNAU1AP	1	28553085.0	28578545.0	1.0	
395	TAF12	1	28589323.0	28643085.0	-1.0	
396	RAB42	1	28592200.0	28595443.0	1.0	
397	RNU11	1	28648600.0	28648733.0	1.0	
398	GMEB1	1	28668732.0	28719353.0	1.0	
399	YTHDF2	1	28736621.0	28769775.0	1.0	
400	OPRD1	1	28812142.0	28871267.0	1.0	
401	EPB41	1	28887091.0	29120046.0	1.0	
402	TMEM200B	1	29119428.0	29123935.0	-1.0	
403	SRSF4	1	29147743.0	29181987.0	-1.0	
404	MECR	1	29192873.0	29230942.0	-1.0	
405	PTPRU	1	29236516.0	29326813.0	1.0	
406	MATN1	1	30711277.0	30723587.0	-1.0	
407	LAPTM5	1	30732469.0	30757820.0	-1.0	
408	SDC3	1	30869467.0	30908761.0	-1.0	
409	PUM1	1	30931506.0	31065991.0	-1.0	
410	NKAIN1	1	31179745.0	31239554.0	-1.0	
411	SNRNP40	1	31259568.0	31296782.0	-1.0	
412	ZCCHC17	1	31296982.0	31364953.0	1.0	
413	FABP3	1	31365625.0	31376850.0	-1.0	
414	SERINC2	1	31409565.0	31434680.0	1.0	
415	TINAGL1	1	31576485.0	31587686.0	1.0	
416	HCRTR1	1	31617686.0	31632518.0	1.0	
417	PEF1	1	31629862.0	31644896.0	-1.0	
418	COL16A1	1	31652247.0	31704319.0	-1.0	
419	ADGRB2	1	31727117.0	31764893.0	-1.0	
420	SPOCD1	1	31790422.0	31816051.0	-1.0	
421	PTP4A2	1	31906421.0	31944856.0	-1.0	
422	KHDRBS1	1	32013829.0	32060850.0	1.0	
423	TMEM39B	1	32072031.0	32102866.0	1.0	
424	KPNA6	1	32108038.0	32176568.0	1.0	
425	TXLNA	1	32179686.0	32198285.0	1.0	
426	CCDC28B	1	32200386.0	32205387.0	1.0	
427	IQCC	1	32205661.0	32208687.0	1.0	
428	DCDC2B	1	32209094.0	32216196.0	1.0	
429	TMEM234	1	32214472.0	32222359.0	-1.0	
430	EIF3I	1	32221928.0	32231604.0	1.0	
431	MTMR9LP	1	32231658.0	32241620.0	-1.0	
432	FAM167B	1	32247233.0	32248856.0	1.0	
433	LCK	1	32251239.0	32286165.0	1.0	True
434	HDAC1	1	32292086.0	32333635.0	1.0	
435	MARCKSL1	1	32333832.0	32336379.0	-1.0	
436	TSSK3	1	32351521.0	32364312.0	1.0	
437	FAM229A	1	32361270.0	32364278.0	-1.0	
438	BSDC1	1	32365103.0	32394731.0	-1.0	
439	ZBTB8B	1	32465069.0	32496686.0	1.0	
440	ZBTB8A	1	32539427.0	32605939.0	1.0	
441	ZBTB8OS	1	32600172.0	32650903.0	-1.0	
442	RBBP4	1	32651142.0	32686211.0	1.0	
443	SYNC	1	32680360.0	32703596.0	-1.0	
444	KIAA1522	1	32741885.0	32774970.0	1.0	
445	YARS	1	32775237.0	32818153.0	-1.0	
446	S100PBP	1	32816767.0	32858879.0	1.0	
447	FNDC5	1	32862268.0	32872482.0	-1.0	
448	HPCA	1	32885994.0	32898441.0	1.0	
449	TMEM54	1	32894594.0	32901438.0	-1.0	
450	RNF19B	1	32936445.0	32964685.0	-1.0	
451	AK2	1	33007940.0	33080996.0	-1.0	
452	AZIN2	1	33081104.0	33120530.0	1.0	
453	TRIM62	1	33145402.0	33182059.0	-1.0	
454	ZNF362	1	33256545.0	33300719.0	1.0	
455	A3GALT2	1	33306766.0	33321098.0	-1.0	
456	PHC2	1	33323623.0	33431052.0	-1.0	
457	ZSCAN20	1	33472645.0	33496507.0	1.0	
458	CSMD2	1	33513999.0	34165842.0	-1.0	
459	HMGB4	1	33860475.0	33864791.0	1.0	
460	C1orf94	1	34166883.0	34219131.0	1.0	
461	MIR552	1	34669599.0	34669694.0	-1.0	
462	SMIM12	1	34712737.0	34859816.0	-1.0	
463	GJB5	1	34755047.0	34758512.0	1.0	
464	GJB4	1	34759741.0	34763724.0	1.0	
465	GJB3	1	34781189.0	34786369.0	1.0	
466	GJA4	1	34792998.0	34795747.0	1.0	
467	DLGAP3	1	34865436.0	34929585.0	-1.0	
468	ZMYM6	1	34986165.0	35031968.0	-1.0	
469	ZMYM1	1	35059786.0	35115859.0	1.0	
470	SFPQ	1	35176378.0	35193148.0	-1.0	True
471	ZMYM4	1	35268967.0	35422058.0	1.0	
472	KIAA0319L	1	35433490.0	35557950.0	-1.0	
473	NCDN	1	35557473.0	35567274.0	1.0	
474	TFAP2E	1	35573370.0	35595328.0	1.0	
475	PSMB2	1	35599544.0	35641844.0	-1.0	
476	C1orf216	1	35713875.0	35719472.0	-1.0	
477	CLSPN	1	35720218.0	35769967.0	-1.0	
478	AGO4	1	35808172.0	35857890.0	1.0	
479	AGO1	1	35869808.0	35930528.0	1.0	
480	AGO3	1	35930718.0	36072500.0	1.0	
481	TEKT2	1	36084075.0	36088275.0	1.0	
482	ADPRHL2	1	36088875.0	36093932.0	1.0	
483	COL8A2	1	36095236.0	36125220.0	-1.0	
484	TRAPPC3	1	36136570.0	36156053.0	-1.0	
485	MAP7D1	1	36155579.0	36180849.0	1.0	
486	THRAP3	1	36224416.0	36305357.0	1.0	True
487	SH3D21	1	36306387.0	36324886.0	1.0	
488	EVA1B	1	36322031.0	36324154.0	-1.0	
489	STK40	1	36339624.0	36385896.0	-1.0	
490	LSM10	1	36391238.0	36397892.0	-1.0	
491	OSCP1	1	36415827.0	36450451.0	-1.0	
492	MRPS15	1	36455718.0	36464437.0	-1.0	
493	CSF3R	1	36466043.0	36483278.0	-1.0	True
494	GRIK3	1	36795527.0	37034129.0	-1.0	
495	MIR4255	1	37161563.0	37161634.0	1.0	
496	ZC3H12A	1	37474552.0	37484379.0	1.0	
497	MEAF6	1	37492575.0	37514774.0	-1.0	
498	SNIP1	1	37534449.0	37554344.0	-1.0	
499	DNALI1	1	37556919.0	37566857.0	1.0	
500	GNL2	1	37566816.0	37595935.0	-1.0	
501	RSPO1	1	37611350.0	37634923.0	-1.0	
502	C1orf109	1	37681570.0	37692249.0	-1.0	
503	CDCA8	1	37692418.0	37709719.0	1.0	
504	EPHA10	1	37713880.0	37765133.0	-1.0	
505	MANEAL	1	37793802.0	37801137.0	1.0	
